950.0	0.999914
950.5	0.999907
951.0	0.999900
951.5	0.999892
952.0	0.999883
952.5	0.999873
953.0	0.999863
953.5	0.999851
954.0	0.999839
954.5	0.999825
955.0	0.999809
955.5	0.999792
956.0	0.999774
956.5	0.999753
957.0	0.999730
957.5	0.999705
958.0	0.999676
958.5	0.999645
959.0	0.999610
959.5	0.999571
960.0	0.999528
960.5	0.999480
961.0	0.999426
961.5	0.999365
962.0	0.999297
962.5	0.999221
963.0	0.999135
963.5	0.999038
964.0	0.998929
964.5	0.998805
965.0	0.998665
965.5	0.998506
966.0	0.998326
966.5	0.998120
967.0	0.997885
967.5	0.997617
968.0	0.997310
968.5	0.996957
969.0	0.996551
969.5	0.996083
970.0	0.995543
970.5	0.994918
971.0	0.994193
971.5	0.993349
972.0	0.992366
972.5	0.991217
973.0	0.989872
973.5	0.988292
974.0	0.986433
974.5	0.984239
975.0	0.981644
975.5	0.978566
976.0	0.974907
976.5	0.970548
977.0	0.965342
977.5	0.959114
978.0	0.951648
978.5	0.942686
979.0	0.931918
979.5	0.918977
980.0	0.903429
980.5	0.884777
981.0	0.862463
981.5	0.835885
982.0	0.804428
982.5	0.767522
983.0	0.724725
983.5	0.675833
984.0	0.621017
984.5	0.560938
985.0	0.496834
985.5	0.430502
986.0	0.364165
986.5	0.300211
987.0	0.240872
987.5	0.187908
988.0	0.142418
988.5	0.104779
989.0	0.074737
989.5	0.051579
990.0	0.034326
990.5	0.021912
991.0	0.013301
991.5	0.007572
992.0	0.003950
992.5	0.001814
993.0	0.000685
993.5	0.000208
994.0	0.000129
994.5	0.000273
995.0	0.000527
995.5	0.000822
996.0	0.001120
996.5	0.001403
997.0	0.001667
997.5	0.001916
998.0	0.002155
998.5	0.002390
999.0	0.002623
999.5	0.002856
1000.0	0.003086
1000.5	0.003309
1001.0	0.003517
1001.5	0.003701
1002.0	0.003853
1002.5	0.003962
1003.0	0.004022
1003.5	0.004027
1004.0	0.003971
1004.5	0.003856
