950	0.998313
950.5	0.998151
951	0.997971
951.5	0.997771
952	0.997549
952.5	0.997301
953	0.997025
953.5	0.996716
954	0.996371
954.5	0.995984
955	0.995551
955.5	0.995063
956	0.994515
956.5	0.993898
957	0.993201
957.5	0.992414
958	0.991522
958.5	0.990511
959	0.989364
959.5	0.988058
960	0.98657
960.5	0.984871
961	0.982928
961.5	0.980703
962	0.97815
962.5	0.975214
963	0.971835
963.5	0.967937
964	0.963433
964.5	0.958223
965	0.952187
965.5	0.945184
966	0.937053
966.5	0.927603
967	0.916616
967.5	0.903841
968	0.888996
968.5	0.871764
969	0.851802
969.5	0.828742
970	0.802212
970.5	0.771857
971	0.737371
971.5	0.698539
972	0.655296
972.5	0.607785
973	0.55641
973.5	0.501882
974	0.445222
974.5	0.387731
975	0.330891
975.5	0.276241
976	0.225213
976.5	0.178991
977	0.138397
977.5	0.103847
978	0.075366
978.5	0.052645
979	0.035139
979.5	0.022159
980	0.012963
980.5	0.006815
981	0.003038
981.5	0.001036
982	0.000305
982.5	0.000433
983	0.001093
983.5	0.002036
984	0.003075
984.5	0.004078
985	0.004957
985.5	0.005657
986	0.006153
986.5	0.006437
987	0.006517
987.5	0.006412
988	0.006148
988.5	0.005754
989	0.005262
989.5	0.004701
990	0.004103
990.5	0.003492
991	0.002894
991.5	0.002327
992	0.001808
992.5	0.001348
993	0.000955
993.5	0.000633
994	0.000382
994.5	0.000201
995	8.4E-05
995.5	2.5E-05
996	1.6E-05
996.5	4.7E-05
997	0.000109
997.5	0.000192
998	0.000287
998.5	0.000384
999	0.000476
999.5	0.000556
1000	0.000619
1000.5	0.000661
1001	0.00068
1001.5	0.000676
1002	0.00065
1002.5	0.000605
1003	0.000545
1003.5	0.000476
1004	0.000405
1004.5	0.000341
1005	0.000293
1005.5	0.000271
1006	0.000285
1006.5	0.000345
1007	0.000463
1007.5	0.000648
1008	0.000911
1008.5	0.00126
1009	0.001705
1009.5	0.002251
1010	0.002905
1010.5	0.00367
1011	0.004551
1011.5	0.005547
1012	0.006658
1012.5	0.007882
1013	0.009214
1013.5	0.010648
1014	0.012177
1014.5	0.013791
1015	0.01548
1015.5	0.017232
1016	0.019033
1016.5	0.020869
1017	0.022726
1017.5	0.024587
1018	0.026437
1018.5	0.02826
1019	0.030038
1019.5	0.031757
1020	0.0334
1020.5	0.034953
1021	0.0364
1021.5	0.037729
1022	0.038926
1022.5	0.039981
1023	0.040882
1023.5	0.041622
1024	0.042192
1024.5	0.042588
1025	0.042803
1025.5	0.042837
1026	0.042687
1026.5	0.042355
1027	0.041843
1027.5	0.041154
1028	0.040296
1028.5	0.039274
1029	0.038098
1029.5	0.03678
1030	0.03533
1030.5	0.033762
1031	0.032092
1031.5	0.030334
1032	0.028506
1032.5	0.026626
1033	0.02471
1033.5	0.022779
1034	0.02085
1034.5	0.018941
1035	0.017071
1035.5	0.015256
1036	0.013513
1036.5	0.011857
1037	0.010301
1037.5	0.008856
1038	0.007531
1038.5	0.006334
1039	0.005269
1039.5	0.004338
1040	0.003541
1040.5	0.002874
1041	0.002331
1041.5	0.001904
1042	0.001582
1042.5	0.001352
1043	0.001201
1043.5	0.001111
1044	0.001066
1044.5	0.00105
1045	0.001046
1045.5	0.001038
1046	0.001013
1046.5	0.00096
1047	0.000872
1047.5	0.000748
1048	0.000591
1048.5	0.000414
1049	0.000236
1049.5	9E-05
1050	1.7E-05
1050.5	7.4E-05
1051	0.000334
1051.5	0.000887
1052	0.00184
1052.5	0.003321
1053	0.00548
1053.5	0.008486
1054	0.012528
1054.5	0.017815
1055	0.024569
1055.5	0.033021
1056	0.043403
1056.5	0.055938
1057	0.070831
1057.5	0.088252
1058	0.108324
1058.5	0.13111
1059	0.156599
1059.5	0.184701
1060	0.215242
1060.5	0.247964
1061	0.282535
1061.5	0.318565
1062	0.355618
1062.5	0.393241
1063	0.430979
1063.5	0.468399
1064	0.505105
1064.5	0.540754
1065	0.575059
1065.5	0.607798
1066	0.638807
1066.5	0.667981
1067	0.695268
1067.5	0.720657
1068	0.744174
1068.5	0.765874
1069	0.785831
1069.5	0.804134
1070	0.820884
1070.5	0.836183
1071	0.850137
1071.5	0.862851
1072	0.874424
1072.5	0.884953
1073	0.894529
1073.5	0.903238
1074	0.911157
1074.5	0.91836
1075	0.924914
1075.5	0.93088
1076	0.936313
1076.5	0.941263
1077	0.945777
1077.5	0.949896
1078	0.953657
1078.5	0.957094
1079	0.960238
1079.5	0.963115
1080	0.965752
1080.5	0.968169
1081	0.970388
1081.5	0.972426
1082	0.974301
1082.5	0.976025
1083	0.977614
1083.5	0.979079
1084	0.98043
1084.5	0.981678
1085	0.982832
1085.5	0.9839
1086	0.984888
1086.5	0.985804
1087	0.986654
1087.5	0.987443
1088	0.988176
1088.5	0.988857
1089	0.989492
1089.5	0.990082
1090	0.990633
1090.5	0.991146
1091	0.991626
1091.5	0.992074
1092	0.992492
1092.5	0.992884
1093	0.993251
1093.5	0.993594
1094	0.993917
1094.5	0.994219
1095	0.994502
1095.5	0.994769
1096	0.99502
1096.5	0.995255
1097	0.995477
1097.5	0.995686
1098	0.995883
1098.5	0.996069
1099	0.996244
1099.5	0.996409
1100	0.996565
1100.5	0.996713
1101	0.996852
1101.5	0.996985
1102	0.99711
1102.5	0.997228
1103	0.99734
1103.5	0.997447
1104	0.997548
1104.5	0.997644
1105	0.997735
1105.5	0.997821
1106	0.997903
1106.5	0.997981
1107	0.998056
1107.5	0.998126
1108	0.998194
1108.5	0.998258
1109	0.998319
1109.5	0.998377
1110	0.998433
1110.5	0.998486
1111	0.998537
1111.5	0.998585
1112	0.998632
1112.5	0.998676
1113	0.998718
1113.5	0.998759
1114	0.998797
1114.5	0.998834
1115	0.99887
1115.5	0.998904
1116	0.998936
1116.5	0.998967
1117	0.998997
1117.5	0.999026
1118	0.999054
1118.5	0.99908
1119	0.999106
1119.5	0.99913
1120	0.999153
1120.5	0.999176
1121	0.999198
1121.5	0.999218
1122	0.999238
1122.5	0.999258
1123	0.999276
1123.5	0.999294
1124	0.999311
1124.5	0.999328
1125	0.999344
1125.5	0.999359
1126	0.999374
1126.5	0.999388
1127	0.999402
1127.5	0.999416
1128	0.999428
1128.5	0.999441
1129	0.999453
1129.5	0.999464
1130	0.999475
1130.5	0.999486
1131	0.999497
1131.5	0.999507
1132	0.999516
1132.5	0.999526
1133	0.999535
1133.5	0.999544
1134	0.999552
1134.5	0.999561
1135	0.999568
1135.5	0.999576
1136	0.999584
1136.5	0.999591
1137	0.999598
1137.5	0.999605
1138	0.999611
1138.5	0.999618
1139	0.999624
1139.5	0.99963
1140	0.999636
1140.5	0.999641
1141	0.999647
1141.5	0.999652
1142	0.999657
1142.5	0.999662
1143	0.999667
1143.5	0.999671
1144	0.999676
1144.5	0.99968
1145	0.999684
1145.5	0.999689
1146	0.999693
1146.5	0.999696
1147	0.9997
1147.5	0.999704
1148	0.999707
1148.5	0.999711
1149	0.999714
1149.5	0.999717
1150	0.99972
