1000.00	0.955
1001.00	0.958
1002.00	0.963
1003.00	0.979
1004.00	1.002
1005.00	1.036
1006.00	1.080
1007.00	1.144
1008.00	1.220
1009.00	1.311
1010.00	1.428
1011.00	1.561
1012.00	1.700
1013.00	1.852
1014.00	2.013
1015.00	2.189
1016.00	2.372
1017.00	2.558
1018.00	2.747
1019.00	2.941
1020.00	3.125
1021.00	3.302
1022.00	3.473
1023.00	3.641
1024.00	3.804
1025.00	3.943
1026.00	4.059
1027.00	4.163
1028.00	4.240
1029.00	4.304
1030.00	4.343
1031.00	4.365
1032.00	4.365
1033.00	4.347
1034.00	4.309
1035.00	4.234
1036.00	4.150
1037.00	4.056
1038.00	3.938
1039.00	3.815
1040.00	3.675
1041.00	3.522
1042.00	3.342
1043.00	3.178
1044.00	2.988
1045.00	2.784
1046.00	2.597
1047.00	2.401
1048.00	2.207
1049.00	2.021
1050.00	1.838
1051.00	1.659
1052.00	1.495
1053.00	1.338
1054.00	1.184
1055.00	1.056
1056.00	0.937
1057.00	0.836
1058.00	0.758
1059.00	0.682
1060.00	0.630
1061.00	0.583
1062.00	0.547
1063.00	0.531
1064.00	0.537
1065.00	0.552
1066.00	0.573
1067.00	0.617
1068.00	0.649
1069.00	0.679
1070.00	0.722
1071.00	0.761
1072.00	0.814
1073.00	0.855
1074.00	0.879
1075.00	0.915
1076.00	0.936
1077.00	0.954
1078.00	0.964
1079.00	0.978
1080.00	0.994
